"ensembl_gene_id","Protein_Tumor_C3L.00011_CPT0001340003","Protein_Normal_C3L.00011_CPT0001350001","Protein_Tumor_C3L.00096_CPT0001180009","Protein_Normal_C3L.00096_CPT0001190001","Protein_Normal_C3L.01281_CPT0079510001","Protein_Tumor_C3L.01281_CPT0079480003","Protein_Normal_C3L.01287_CPT0079430001","Protein_Tumor_C3L.01287_CPT0079410003","Protein_Tumor_C3N.00149_CPT0084560003","Protein_Normal_C3N.00149_CPT0084590001","Protein_Tumor_C3N.00150_CPT0066480003","Protein_Normal_C3N.00150_CPT0066520001","Protein_Normal_C3N.00194_CPT0014130001","Protein_Tumor_C3N.00194_CPT0014160003","Protein_Normal_C3N.00390_CPT0017450001","Protein_Tumor_C3N.00390_CPT0017410003","Protein_Normal_C3N.00491_CPT0012640003","Protein_Tumor_C3N.00491_CPT0012670003","Protein_Normal_C3N.00577_CPT0069190001","Protein_Tumor_C3N.00577_CPT0069160003","Protein_Normal_C3N.01200_CPT0075170001","Protein_Tumor_C3N.01200_CPT0075130003","Protein_Normal_C3N.01220_CPT0076350001","Protein_Tumor_C3N.01220_CPT0076330003"
"ENSG00000115275",22.8255386308018,22.4175234736222,22.6399063920654,22.6295595528869,22.3910777143089,22.7573688752358,22.3350664462664,22.4986585157087,22.3873385642452,22.6031953476352,22.5570792180675,22.4062832987513,22.5167767446913,22.7138511925771,22.374055654976,22.4473482995668,22.2785944857132,22.6953743058857,22.3674036991083,22.8429890635095,22.4577588031946,22.8151557355724,22.2612400881163,23.0537290104542
"ENSG00000115282",16.78467,16.59957,16.23866,16.06584,16.97756,17.07373,16.25915,16.36514,16.40051,16.23588,16.47577,16.15693,15.74486,16.65014,15.90074,16.92702,16.09394,16.79298,16.24671,16.06809,16.759,16.88453,16.52058,16.40296
"ENSG00000115286",23.45628,24.54753,23.43579,24.56054,24.16145,23.14977,24.67158,23.29938,23.50758,23.88074,23.68498,24.63197,24.75658,23.26388,24.4732,23.62704,24.41075,23.24286,24.58907,23.60345,24.07444,23.24529,24.65918,23.54079
"ENSG00000115289",16.75482,16.66836,16.45344,16.21454,16.47441,16.24748,16.10366,16.16219,16.40779,16.37297,16.57942,16.47651,16.63082,16.85262,17.00948,17.1804,16.1494,16.26272,16.493,16.40163,16.77996,16.77056,16.26846,16.29466
"ENSG00000115290",20.308967222991,21.6380626670343,20.4047986993673,21.2836295763671,21.4297817512834,19.9905206551467,21.2522347160861,20.3180137894619,20.3709697451967,21.4044120492002,20.6642921119237,21.2539891111863,21.6226859515002,20.0579565857219,21.6148660604139,20.2919640112523,21.3910093501928,20.0231662767504,21.3691615553235,20.1690384185987,21.0538610770079,20.3162656614738,21.485333804821,20.7925117876391
"ENSG00000115306",25.41073,25.94018,25.5334,25.94885,25.79673,25.58195,25.9536,25.62883,25.57977,25.59359,25.35596,25.76712,25.97473,25.49862,25.74525,25.47105,25.93345,25.64177,25.73355,25.56787,25.62637,25.37784,25.89832,25.39929
"ENSG00000115307",21.9846929465298,21.9994789579222,22.1539806145203,21.7283743090125,21.6434292731657,22.3487607491228,21.8518533522148,22.6035850452963,22.0159626418892,21.750020083144,21.9298544436485,21.6975182792133,21.6603808863046,21.8716707472772,21.788836106049,22.0737827903457,21.6205089252188,22.3491576757961,21.5349743971991,21.6356119847133,21.7668844145717,22.2950733936938,21.7195268792679,21.765451663413
"ENSG00000115317",21.9809268750033,22.3331377224732,21.9663971045267,22.259512123766,22.0699626213189,21.947012609523,22.1806926321277,22.0328853621529,22.2322588918995,22.1291014402887,22.0727857320142,21.9713357881506,22.3709226850382,22.1416048865967,22.1693725867333,22.0457539990935,22.1393536567118,22.0957267468384,21.8495707767737,21.9874578743755,21.8910907040559,21.8834942681762,22.1882899986527,22.0710040135797
"ENSG00000115318",22.4707612651599,21.4763915087934,22.3456509816197,21.7417173290299,23.1601886262353,23.4024151287794,20.8796652926057,22.4773934506241,23.6244292602789,22.6467184880353,24.1115565420952,21.2942455941611,20.9779106530884,23.1210098263999,21.3999771937037,22.8095424235847,22.5607721288136,21.687655793948,21.3245677688039,22.8750113498028,23.3812004275569,23.2963426756969,21.8673436091158,23.3185820913671
"ENSG00000115325",21.1445633264265,20.484045425113,21.0468755187467,20.6626260301343,20.8365825750169,20.9360010054572,20.4331177292325,21.1653538096255,21.1767298291894,20.7797672430456,21.2091821304108,20.5805645450898,20.428349010116,21.1321702830415,20.6683899516352,21.3007579883218,20.3421879285126,21.2628810118429,20.6534857220109,21.1725919725372,20.8411796956049,21.1631579736244,20.4443942432343,21.0369492920403
"ENSG00000115339",19.0838423364894,19.8740211462674,19.2367772328867,20.154469277737,20.2137884349992,19.3742640044506,19.7958294686025,19.2331658560692,19.5482327798158,19.9433268225834,18.9237626525732,20.9585146403312,20.3786278251687,18.7742843397605,20.1296893870512,19.21669786187,20.6702577201222,18.799892098903,20.9385845166851,19.4659831330335,20.7439763654513,19.0465195817088,19.8647337151606,20.0010357763977
"ENSG00000115350",18.99057,18.41953,18.48014,18.38607,18.73067,18.68743,18.12463,18.61603,18.85282,18.74199,18.89721,18.24361,18.1131,18.16828,18.36791,18.95934,18.88641,18.86429,18.86183,19.18835,18.82589,19.2891,18.36459,18.70929
"ENSG00000115355",22.1039218137174,21.3322348055842,22.090906225465,21.3994806732643,21.2429585859075,21.9642940350808,21.3557929343533,22.3235003915085,22.0765534168991,21.6913190291396,22.1653821214933,21.3287978743386,21.325829362749,22.0987862725048,21.4678519926747,22.1984208888799,21.4298761787691,22.1541564112889,21.4829765035589,22.3932714744583,21.745540886246,22.0836999988463,21.4472945991498,21.8491992325802
"ENSG00000115361",22.6945229239234,23.6050268613687,22.8243523164058,23.2578628369999,22.7203118727633,23.2645248856687,23.9112430081404,23.8428102550081,22.5409596790766,22.8869439583879,22.8302660278398,23.7398307519462,23.9849091148287,22.6870397560969,24.1584417391622,23.3789948307721,23.5432217139692,23.8749185020123,24.0796498020269,23.4317211290012,22.822522543279,22.8157848249811,24.0185971595342,22.5706229490654
"ENSG00000115364",22.1745558808443,22.7546320921519,21.9254640225979,22.8387888138382,22.3829252742428,21.6392410823978,22.8539863440506,22.0568375631423,21.9478691693447,22.2855421287628,21.7056192099729,22.6337432895903,22.986167153918,21.9552861241685,22.6999789695302,22.0604566152726,22.5343784969344,22.1348608469719,22.5722817116878,22.1032274989182,22.3960983312966,22.0300167202912,22.766378626084,22.0265388457534
"ENSG00000115365",23.6032952477404,23.6027654992643,23.3112793236945,23.5071829085032,23.8881035918593,23.6556365217399,23.6083907926837,23.6429365059213,23.5957988887339,23.5065652208794,23.6673484265009,23.4997984280573,23.4614109698102,23.567024501642,23.485723938955,23.5603352895417,23.8366581538727,23.6302173103515,23.6834092720777,23.4810484236333,23.4241428586262,23.447525098983,23.631126612058,23.3997587461558
"ENSG00000115368",20.96611,20.48602,20.85389,20.46537,20.54465,20.70244,20.39897,20.96536,20.84539,20.68995,20.61234,20.46532,20.48278,20.84046,20.65799,20.66578,20.45398,20.96354,20.4301,20.92221,20.62115,20.8937,20.30321,20.78897
"ENSG00000115380",23.2278028252921,22.468136790118,23.5627316873363,22.8763938474029,23.5098086187486,23.209463706234,22.3320148925833,23.357443450331,24.2324972194553,23.2218313401412,24.5255639981562,23.0524195133436,23.0674427034381,22.9029415637125,23.0544974678992,23.6546368581823,22.419545802485,24.1585496628658,22.6665549717677,23.1787007064197,23.5274748691388,24.3359780455033,22.8126174223105,24.5225993105652
"ENSG00000115392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115414",25.6498885717177,25.1493895390414,25.7339079494229,25.0192684292019,25.7077901448168,25.3183842700348,25.1062249858927,25.8326027271587,26.8324958241688,25.4286431175986,26.6758343675313,25.1472265520344,25.1498715432072,26.4885956564682,25.1856519403019,26.1410639038432,25.1165780204009,26.2628044344157,24.7042155049607,26.3188058615262,25.5780762093017,26.7004605941464,25.5162098101678,26.3946789511685
"ENSG00000115415",23.82438,23.29875,24.55989,23.6509,23.22099,23.60368,23.36282,23.9917,24.57383,23.67565,23.94603,23.29833,23.07181,24.03218,23.88257,24.30547,23.36598,24.65891,23.71394,23.83168,23.64203,24.70027,23.45065,24.2994
"ENSG00000115419",24.0481614157311,25.2640661177815,24.194855178404,24.9320214805388,24.5979171619103,23.6702215186621,24.8812977375157,24.1257607038423,24.2940706537202,24.3339562269384,23.9423865137054,24.8865860899195,24.9521233713041,24.1049662439124,25.0302950234668,23.9160101710529,24.0521909038033,24.4457515902259,24.4180207855333,23.9973156839561,24.2758389104004,24.2246423097043,25.3844104350906,24.3467273560651
"ENSG00000115421",17.68691,17.65036,17.70317,17.65791,17.7726,17.36653,17.4451,17.77874,17.53311,18.03972,17.84564,17.68033,17.42849,18.11176,17.95726,17.6551,17.70417,17.82663,17.74561,17.82795,17.82202,17.66426,17.67671,17.66803
"ENSG00000115425",22.30075,23.80947,22.87328,23.11949,22.98645,22.6733,23.7757,22.65737,22.52694,22.7233,22.51322,23.41208,23.57235,22.60068,23.30005,22.96677,23.20578,22.82926,23.06251,22.93403,22.93777,22.23312,23.84364,22.61229
"ENSG00000115457",20.3803940838335,21.3493032734929,20.2215816769036,21.3184674289319,21.130424065461,20.0713431788434,21.1530884666376,20.1286660070213,21.4326449219639,21.0701580302272,21.2037907000346,20.9541770484803,20.9927015450408,21.1822930996131,21.6101117213563,20.6510408124966,20.6206082139994,20.1224320528782,20.9763963210288,20.599295777059,21.7175549290983,20.6019519750456,21.3902533795516,21.1526059198043
"ENSG00000115468",22.2312603812187,23.0706387169453,22.6290112444194,22.9227230974252,23.3103778694601,23.0697240128968,23.1422106964044,22.7907032784803,22.5194976402864,23.2192302725206,23.0170814107503,23.3509166381154,23.2786997297447,22.3017666077719,23.3659405734193,22.9056877921121,23.3050751133154,22.2401959748863,23.1639452813522,22.1795689303022,23.5695456898371,22.7406136978633,23.1578757760941,22.0764534294034
"ENSG00000115486",21.3699512302189,21.1982798972166,21.2499836311853,21.4441041838918,20.6671217255502,21.4219936942604,21.1035690132352,21.3413616906167,20.8252512624463,20.9032842737017,21.0935741815054,21.0495763990423,20.9546116963806,21.5067682059887,20.9443040858734,20.9151450773408,20.7061909890843,21.6916655517944,20.8700543543058,21.1637185659542,20.783042658589,21.2942902045053,20.8575353489662,21.3289905974479
"ENSG00000115504",21.2174784061897,21.2152206191171,21.3437848992634,21.0934678076796,21.3901035138104,21.4084285937431,21.0394699933015,21.5412195831426,21.3034047682086,21.1348396776852,21.2826932234864,21.0505111191833,21.3068536771805,21.1121014344238,21.1501827523373,21.2878967124756,21.3585708811223,21.0732773315256,21.0844836048402,21.5566404963201,21.0826485114133,21.1161044221892,21.0341960322635,21.0568350104967
"ENSG00000115507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115514",21.89568,21.33731,21.85252,21.5043,21.37751,21.56251,21.42023,22.0109,21.76504,21.53295,21.6441,21.16352,21.33002,21.75195,21.57334,21.59619,21.44896,21.87404,21.20953,21.70303,21.53486,21.78491,21.50001,21.7565
"ENSG00000115520",20.0986081971918,20.9591242055471,19.9993992215829,20.7377140723793,20.8099569313007,19.7913863927348,20.8664388938989,20.0386233354543,20.2089264804371,20.4841706460783,20.4795124870273,20.7111754048359,20.7938257469305,20.1107266547753,20.7113393141108,20.050999113728,20.9292276981002,20.4226989891767,21.1184675208616,20.5409220888828,20.572137919126,20.0237198193463,20.8169561083862,20.5694910286538
"ENSG00000115524",23.17397,23.08363,23.04829,23.18584,23.16472,23.04655,23.11198,23.11488,23.10372,23.28961,22.99614,23.13866,23.18063,23.1568,23.20122,23.04033,23.2395,23.08088,23.13928,23.22038,23.28501,23.17312,23.07721,23.01513
"ENSG00000115525",15.52497,15.07473,16.65232,16.37315,16.11702,16.06478,15.35061,15.93568,16.57186,15.09107,16.66129,15.99025,15.65295,16.41802,15.61554,16.159,15.23911,15.6603,15.83385,16.01714,15.41981,15.53083,15.10189,15.88966
"ENSG00000115539",22.07892,21.86555,21.92965,21.81455,21.67667,21.77483,21.84355,22.23727,22.00742,21.73477,21.98867,21.5912,21.67197,22.03263,21.83027,22.03212,21.69764,22.34913,21.69367,22.27339,21.76958,22.09322,21.90585,21.85016
"ENSG00000115540",22.218606787289,22.1332414150007,21.9886586450036,22.286400533201,22.331396930567,22.2377189334238,22.0381318379084,22.1809370932172,22.2716772323697,22.2259854985499,22.1279531387212,22.4167534324262,22.1551330348198,22.017020329953,22.0948195795722,22.3410344427922,22.2873126919597,22.1351601606432,22.4465165962308,22.2147181204513,22.2130985832727,22.2311513106095,22.2435128741641,22.1508024090398
"ENSG00000115541",25.7369160501477,26.7200942906256,25.8250542326747,26.2326664192583,25.8660131971526,25.5261444466812,26.6628616859827,26.1040534338522,25.9085069676815,25.6627478821689,25.3799543805137,26.1523079441281,26.4482080443241,25.6156705252474,26.509311979556,25.7547581813466,25.9471153400592,26.3917473272594,25.8895643202883,25.8494256427848,25.7370324136476,25.6525283939772,26.7084353746711,25.8157976860962
"ENSG00000115548",19.6333547542311,18.8222481033184,19.6719601193353,18.9579923143177,19.1755921091408,19.5700636982533,19.1762310596087,19.2922986549458,19.6168047767536,19.1511865548499,19.1396040084787,19.0838674666743,18.9202766084543,19.3760491469958,18.7480406144131,19.470534015378,19.1904257103626,19.3195008622437,18.7184361167003,19.4787105768559,18.9556256881978,19.6901590869954,18.8953620169678,19.7345779185158
"ENSG00000115556",19.49641,19.6814,19.54812,20.11375,19.28817,18.70221,19.75641,18.82073,19.31428,19.07375,19.76307,19.61105,19.33659,19.61971,19.61389,18.87461,19.23418,18.57444,19.07261,19.15083,19.11721,19.22706,20.00903,19.32063
"ENSG00000115602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115616",16.52537,15.78268,17.41759,17.37475,17.36063,17.26518,17.26945,17.3021,17.43931,17.42799,16.2628,16.90154,17.36616,17.56994,17.4141,17.3788,17.30374,17.32632,17.32189,17.43631,16.45741,16.39596,17.34498,17.49928
"ENSG00000115641",23.0629612233668,23.6987109096064,23.7299475919381,24.2125370481966,24.905453555519,22.5663131307011,24.2334111937903,23.2271586826638,24.2118428267337,24.6898816611082,24.7767101549058,24.4533786538257,24.8188795163216,22.9035068264154,24.0307548163757,23.439448454965,23.7720824946562,24.1038070385139,24.2118598824291,23.3137264283293,25.0332154632857,23.6959405580322,24.2409054336886,23.5941239896362
"ENSG00000115649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115652",20.46372,20.52681,20.70923,20.96232,21.08562,20.25696,20.68271,20.5095,21.14556,20.74224,20.71572,20.41567,20.50679,20.68494,20.55501,20.53625,21.24253,20.19735,21.17015,20.48204,20.44118,20.68072,20.48529,21.02879
"ENSG00000115657",22.3216088150459,21.9226680469846,22.2340050936714,21.4568598298558,21.130241769686,22.6684930597329,21.6013244208413,22.0943003566928,21.7468964664498,21.5590599409297,21.5351280217252,21.5452452349278,21.581153685175,22.4657070323964,21.3285250065718,21.6944787194526,21.6596307476779,22.338197840402,20.8654728413013,21.5373104521997,21.2598801768826,22.1029027892847,21.5932645241019,22.0041234278712
"ENSG00000115665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115677",23.8435854544688,23.4594399114051,23.6765777843873,23.6066698845502,23.5652534045076,23.3932120029704,23.5287583060287,23.7231991978855,23.755687007172,23.7034569079664,23.699214895944,23.3431114364015,23.6288060164358,23.7243981763494,23.6784618083367,23.7385344415144,23.4883682476043,23.7804561618525,23.6008583720249,23.9166481450492,23.6269607743952,23.8127631217988,23.5020276576287,23.7549582666808
"ENSG00000115685",24.11735,23.90023,23.81924,23.89843,23.97756,24.22688,23.97294,24.08934,23.96713,23.86659,23.91089,23.89332,23.7547,24.16249,23.84525,24.04921,24.0585,24.02851,23.77575,24.06483,23.89574,23.91333,23.9688,23.92161
"ENSG00000115687",16.27577,16.13251,16.42668,16.20259,16.60083,16.17675,15.90976,16.29764,16.55834,16.29353,16.6158,16.35942,16.05935,16.69305,16.14914,16.41633,16.20077,16.35376,16.48946,16.66361,16.2477,16.19989,16.23239,16.49291
"ENSG00000115694",21.41123,21.39603,21.36989,21.48975,21.42624,21.27353,21.55773,21.37602,21.3901,21.45493,21.20741,21.58731,21.48987,21.3318,21.64683,21.39224,21.39698,21.47992,21.57012,21.16954,21.33747,21.20789,21.54141,21.0061
"ENSG00000115705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115756",24.3174588759159,23.6857109414321,24.36283083294,23.1548664891024,23.4749371937279,24.7518485098606,23.5115263820993,24.2977874782036,24.1007838143374,23.208450079245,24.3700399511718,22.9913280693836,23.185639448779,24.2344475083032,23.3499867489698,24.1309317171703,23.5566641067519,24.7956135690195,23.1189648876066,24.837875327965,23.1261543111242,23.9257449556452,23.7353164679117,24.0967695475399
"ENSG00000115758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000115761",21.30211,20.87117,21.20748,20.84878,20.8636,20.99732,20.7625,21.24625,21.25762,20.99753,20.94825,20.75505,20.79554,21.40985,20.88628,21.15655,20.8379,21.34133,20.86083,21.24856,20.80655,21.33459,20.67845,21.08061
"ENSG00000115762",19.66776,19.78177,19.83876,19.72323,19.75639,19.33095,19.78169,19.68028,19.80255,19.6707,19.6982,19.79263,19.70857,19.92062,19.8172,19.72735,19.59084,19.65837,19.79231,19.29693,19.63677,19.3962,20.07067,19.85639
"ENSG00000115806",22.8112052272431,22.6285103005441,23.160789089896,22.6672343868128,22.7741215329471,22.5918431580541,22.6716215477205,22.9336011649229,22.864673299515,22.7101176604341,22.8474760516558,22.6931702467569,22.7320434283121,23.0056854389993,22.7592698818483,22.7641175727995,22.7917321681411,22.9811478045833,22.6670577377703,22.9605139807873,22.6524695469253,23.0692297494113,22.6100619257136,23.0459485567621
"ENSG00000115808",22.29216,22.07549,22.02938,22.27936,22.38487,22.08897,22.10542,22.17161,22.21011,22.21564,22.16673,22.12897,22.11223,22.02515,22.14094,22.28104,22.45033,22.13883,22.32345,22.10876,22.28133,22.12716,22.03434,22.12435
"ENSG00000115816",23.2605623613842,22.7162678937554,23.0407167475729,22.7622462851326,22.5293743815448,23.0419034742325,22.6914768509293,23.3486891765547,23.0505116663921,22.8415739446144,22.7924121110028,22.5771092137847,22.65327131123,23.3932217944153,22.8700237554673,23.0228174298324,22.6429448634919,23.192576432812,22.6288022805608,23.2046241419384,22.8876954671622,23.2094969618404,22.6232823634594,22.9397845246179
"ENSG00000115825",17.38082,17.26005,17.38376,17.30617,17.44921,17.57375,17.17459,17.44116,17.38569,17.41663,17.59301,17.28285,17.33115,17.48636,17.20437,17.45004,17.27413,17.48981,17.40685,17.2146,17.4797,17.43628,17.27391,17.43719
"ENSG00000115839",22.13911,21.88878,21.98488,22.02905,21.88412,22.06173,21.91764,22.04021,21.97926,21.82975,21.80121,21.77062,21.88512,21.8001,21.98617,21.80956,21.96601,21.79884,21.89302,21.82734,21.82838,22.0279,21.99756,22.00273
"ENSG00000115840",21.74316,22.19702,22.01328,22.30197,22.05328,21.84302,22.137,22.03799,21.80886,21.94978,21.89282,22.0905,22.02015,21.98447,22.08921,22.01446,21.98438,22.51865,22.33932,22.02294,21.80589,21.87354,22.14685,22.01689
"ENSG00000115841",20.50119,21.35526,20.72011,21.10583,20.94253,20.53081,21.25811,20.60338,20.56324,20.93429,20.4338,21.24822,21.00004,20.76486,21.05743,20.62879,21.03136,20.83768,21.30632,20.60653,20.83342,20.42714,21.15076,20.47392
"ENSG00000115866",25.2232562344835,24.7168703625049,25.010643925563,24.667101056025,24.6620087067347,25.4895211215715,24.7292501740021,25.2023923731819,25.2322377861913,24.8097834088077,24.7679931679914,24.4475557486908,24.5926735181619,24.975742953331,24.68787474065,25.1156891636644,24.898042304343,25.1163404836895,24.6493778389064,24.8867286181678,24.7321002771634,25.1483969577298,24.6017428739872,25.0642280967256
"ENSG00000115896",22.92044,24.22938,22.65588,23.80198,23.83199,22.78272,24.10851,23.09385,22.956,23.64045,23.36288,24.15452,24.19427,23.09534,23.87543,23.04314,24.44261,22.63871,24.15581,22.96571,23.66546,22.70637,23.7685,22.8272
"ENSG00000115902",19.52386,18.47881,20.01453,18.1978,18.09543,19.38988,18.19093,19.32692,19.02315,18.55321,19.42676,17.88154,18.27082,19.46476,18.44307,19.36004,18.55213,19.46915,17.96504,19.3438,18.7564,19.51335,18.44719,19.40784
"ENSG00000115904",21.6535,21.30759,21.58429,21.3286,21.38567,21.68355,21.32716,21.55567,21.52921,21.4521,21.67062,21.2648,21.39197,21.57612,21.43356,21.52481,21.35529,21.67731,21.23133,21.54673,21.39448,21.53851,21.40358,21.55615
"ENSG00000115935",22.68747,22.23638,22.76098,22.44814,22.22796,22.6847,22.38112,22.89822,22.90287,22.70353,23.12537,22.52323,22.42271,22.82845,22.4245,23.19304,22.17268,22.85261,22.4945,22.6805,22.85468,22.90539,22.36441,22.71667
"ENSG00000115942",21.01839,20.793,20.80985,20.82779,21.06629,21.01059,20.81146,21.19818,20.98951,21.01206,20.8567,20.80214,20.88154,21.16663,20.93544,21.14595,21.14258,21.16032,20.82597,21.19162,20.96327,21.16385,20.68478,20.9095
"ENSG00000115944",22.1355566547556,23.5981854114561,21.942848278558,23.4694140092315,23.1125374584404,21.4863368636177,23.4271170208637,21.9080801300282,22.1317782253059,22.8636943802195,22.0546425100118,23.1515761841257,23.3051322968739,22.251359988292,23.5215862632334,22.5103057168404,23.1031921141438,21.8842433867993,23.3233385742751,22.1480786998718,22.6300644216507,21.7598046226295,23.2996885786783,21.8677202174157
"ENSG00000115946",22.50262,21.6866,22.25596,21.75079,21.54741,22.09365,21.75431,22.59193,22.26861,21.95166,21.95089,21.51345,21.54583,22.422,21.59884,22.23799,21.91786,22.13702,21.61262,22.20963,21.99304,22.2398,21.3821,22.36662
"ENSG00000115947",20.32482,20.23843,20.2632,20.30205,20.18754,20.24078,20.09894,20.38077,20.1264,20.22692,20.26747,20.19805,20.36015,20.36416,20.22633,20.32363,20.36259,20.49397,20.3453,20.32747,20.12577,20.48229,20.17545,20.26622
"ENSG00000115956",22.80611,21.60357,22.87932,21.9308,21.85302,22.26458,21.57612,22.63599,22.66508,22.41251,22.59702,22.17143,21.77409,22.67658,21.92597,23.04747,21.70598,22.51564,22.29239,22.70971,22.49737,22.75639,22.21355,22.88501
"ENSG00000115963",17.58261,16.81313,17.35308,17.59458,17.41006,17.31586,17.08629,17.44628,17.76231,17.70029,17.58852,17.22574,17.15481,17.50637,17.27919,17.11574,17.30702,17.39784,17.46281,17.5354,17.72283,17.66092,17.11077,17.5936
"ENSG00000115966",20.5561188828413,20.1233151432617,20.6854883795514,20.1450485526817,20.2377006138273,20.6622147124207,20.1693050991729,20.6326514520506,20.5393989422862,20.406960985169,20.491505432352,20.2265971359968,20.1643093695464,20.5785202668866,20.0767143752338,20.6284224582619,20.4134284481404,20.4339838733048,20.0197430280941,20.1824311967607,20.2404044641599,20.7330094723918,20.0057905283208,20.3197215610974
"ENSG00000115970",19.83502,19.53503,19.69965,19.3443,19.28314,19.47426,19.38678,19.71297,19.71947,19.50856,19.43387,19.705,19.49689,19.7914,19.45165,19.5304,19.52008,19.81417,19.34164,19.85776,19.49758,19.81485,19.37279,19.89145
"ENSG00000115977",22.6668630787208,22.6983334654676,22.6344661573577,22.9586985417754,22.6431460078298,22.3017737001875,22.7176640939288,22.4139899294516,22.3981358706471,22.6242522002873,22.3892528124922,22.5240380134926,22.7583672081418,22.6169235343589,22.9256034997482,22.551589445573,22.6120474482968,22.4992859839633,22.8121698539307,22.4751129022782,22.6502871902725,22.2439504688592,22.8336314748322,22.4423476695024
"ENSG00000115993",17.13491,16.89934,17.11556,17.01857,16.99018,17.02362,16.8482,17.11349,17.09133,16.98736,17.1008,16.86075,16.62186,17.63178,16.93117,17.05354,16.88594,17.23763,16.99482,17.16752,16.89735,17.12675,17.199,16.97499
"ENSG00000116005",23.682,23.90662,23.28205,23.54759,23.72752,23.68736,23.64055,23.41015,23.5321,23.42449,23.75577,23.85213,23.84941,23.45504,23.7037,23.45481,23.70426,23.45545,23.41903,23.58447,23.56347,23.37425,23.59741,23.88226
"ENSG00000116014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116016",16.4974955583131,16.0269001120177,15.7704820963701,15.4982328882617,15.8365402866916,16.2534930398361,15.5557476532656,15.684562505122,16.2690569259426,15.8247367049254,15.8864047608714,14.8944451463786,16.9383169353851,17.5722182296374,15.9129375529809,16.5049307138792,15.5424112397583,15.5206157851003,14.7649919134602,16.3420455937988,16.1270737756517,16.4695754443141,15.9248894556348,16.5216516665269
"ENSG00000116030",22.91261,22.45027,22.90262,22.522,22.72165,22.68864,22.64209,22.98845,23.03959,22.76721,22.61679,22.44442,22.75637,22.67548,22.4288,22.78889,22.72244,22.9022,22.5877,22.62314,22.6136,22.82543,22.4374,22.87927
"ENSG00000116035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116039",23.1333951443332,24.029224864856,22.7651291144101,24.3529872975062,23.9729958620317,23.0315535411591,24.2722998913365,22.5736071042945,23.2110688441433,23.666749463108,23.518230434918,23.9008665030362,24.6058513141771,23.055928619119,24.0464100258231,22.862587120926,23.837336960776,22.7171810504458,23.7616800602262,23.5186992219035,23.6327870747747,23.1972237254846,23.9887600170128,23.5329957370626
"ENSG00000116062",21.4509403371032,20.7639874949092,21.3511456688915,21.0310386107245,21.1682070513191,21.1523727417965,20.8151665168919,21.4241817747627,21.4336887466658,21.233592742514,21.2252248914832,21.0811836155878,20.9525767255658,21.1292289250521,20.8681832167588,21.2511131297743,21.2691150744742,21.3505680487722,21.0150106954258,21.4892855391553,21.0859012274483,21.4894495300705,20.7360144164102,21.2573517455038
"ENSG00000116117",20.16293,21.27941,20.18597,21.23077,21.1088,19.78405,21.08996,20.01538,20.30072,21.00593,20.60061,21.10074,21.55849,19.97848,21.09388,20.24926,20.81011,20.15383,20.81886,20.4347,20.82885,20.04888,21.15351,20.28431
"ENSG00000116120",24.0146870663228,23.863391202327,23.6191499935679,23.9648929329279,23.7983063312916,24.0094806618066,23.9947127378115,23.8515266784465,23.826324204092,23.9057898244734,23.4536239829724,23.8934117600457,23.8472307778619,23.3525342017323,23.8471509997709,23.8977443799158,23.908519540836,23.5769054430763,23.7743787296337,23.6706414728303,23.8873004114302,23.7843482751829,24.0643365890024,23.5133122708165
"ENSG00000116127",16.9160761655124,16.6517067051737,16.0296780528589,16.0725800316712,16.4444250533539,16.1017663440126,15.8625823768471,15.8595052050797,15.9725773044341,16.2973276836521,16.0339025352435,16.108085410139,15.9852802312212,16.0589195778749,16.6366844408696,16.9339486867999,16.0251950649738,15.8688052848573,16.3317574723685,16.0264370564183,16.830750938661,16.8501648619805,15.932517925526,15.8919149508753
