gene_name,entrezgene_id,padj,Diff
MS4A2,2206,2.92e-15,-1.169682417
MS4A3,932,8.41e-14,-6.5791351
MS4A4A,51338,2.95e-10,-2.354090843
MS4A5,64232,5.66e-09,-3.652681316
MS4A6A,64231,5.73e-11,-4.78804189
MS4A6E,245802,6.02e-33,-1.4205912
MS4A7,58475,2.26e-06,-3.232559948
MS4A8,83661,0.030703795,1.087706298
MSANTD1,345222,9e-25,1.230090361
MSANTD3,91283,0.000805725,-2.890322583
MSANTD3-TMEFF1,100526694,4.83e-09,-3.203610712
MSANTD4,84437,1.81e-07,-0.281402616
MSC,9242,1.5e-42,-1.638730939
MSC-AS1,100132891,1.34e-17,-4.035841829
MSGN1,343930,0.000755945,1.82941964
MSH2,4436,7.96e-06,2.469334189
MSH3,4437,9.67e-05,-1.019645933
MSH4,4438,3.13e-06,1.38183499
MSH6,2956,9.64e-09,-0.716012482
MSI1,4440,6.77e-31,2.537866502
MSI2,124540,5.35e-09,5.81321343
MSL3,10943,0.027286494,-1.190759646
MSL3P1,151507,0.004411312,0.377023722
MSMB,4477,1.19e-24,-1.51796162
MSR1,4481,7.09e-13,-5.485979046
MSRA,4482,3.5e-06,-4.168050955
MSRB1,51734,9.44e-21,-1.01224209
MSRB2,22921,4.4e-05,-2.266989855
MSS51,118490,0.000883462,0.156628915
MST1,4485,0.00169048,-0.210974093
MST1R,4486,1.35e-15,-0.964242361
MSTN,2660,0.000393098,0.652422222
MSX1,4487,5.65e-12,2.478025805
MSX2,4488,3.64e-05,2.64946777
MT1B,4490,6.29e-52,-2.210466967
MT1E,4493,9.04e-11,1.19548732
MT1G,4495,4.74e-08,0.79033466
MT1HL1,645745,2.28e-11,-0.929109438
MT1JP,4498,0.026386546,0.202470669
MT1M,4499,1.14e-06,1.047845588
MT1X,4501,3.9e-06,0.561044902
MT2A,4502,2.23e-35,-2.240007691
MT3,4504,3.4e-10,1.087289691
MT4,84560,7.04e-38,-1.289330024
MTA1,9112,3.97e-83,3.014679009
MTA3,57504,2.4e-09,4.426562145
MTCH1,23787,0.000311142,3.681425999
MTCH2,23788,3.28e-08,4.845832823
MTCL1,23255,6.95e-16,-3.399724809
MTCP1,4515,1.62e-41,-2.278849508
MTERF1,7978,0.014259519,0.239197676
MTERF2,80298,5.64e-20,1.157276775
MTERF3,51001,6.7e-12,5.734950703
MTF1,4520,6.92e-13,-2.04641309
MTFMT,123263,3.74e-06,-1.634458785
MTFP1,51537,5.51e-14,-0.405930561
MTFR1,9650,2.13e-05,1.097032219
MTFR1L,56181,9.85e-15,0.607923538
MTFR2,113115,6.84e-08,0.803525836
MTG1,92170,1.22e-06,0.375632608
MTG2,26164,1.19e-14,-1.124738644
MTHFD1,4522,0.002775162,-1.251148292
MTHFD2,10797,7.58e-10,1.61227296
MTHFD2P1,100287639,1.74e-11,-5.741599306
MTHFSD,64779,3.3e-07,3.738119511
MTM1,4534,7.86e-06,-3.818143131
MTMR1,8776,2.56e-13,-1.361608744
MTMR10,54893,4.45e-06,4.375545665
MTMR11,10903,9.7e-11,3.910961084
MTMR14,64419,7.6e-09,0.693327592
MTMR2,8898,1.14e-20,-7.003033687
MTMR3,8897,1.51e-10,6.356463216
MTMR4,9110,2.58e-06,-1.156879157
MTMR6,9107,1.47e-36,-1.464679684
MTMR8,55613,4.8e-05,-0.545488376
MTNR1A,4543,2.3e-05,3.984935634
MTNR1B,4544,1.06e-31,1.910782778
MTO1,25821,0.045542841,-1.045717972
MTOR,2475,2.65e-29,1.419174038
MTOR-AS1,100873935,3.63e-14,0.733264702
MTPN,136319,0.004321973,2.089999484
MTR,4548,0.034933605,1.173867165
MTRF1,9617,2.77e-10,-1.246388501
MTRF1L,54516,8.56e-06,-0.196412251
MTRR,4552,1.06e-06,-4.318770427
MTSS1,9788,8.39e-22,8.463301592
MTUS2,23281,7.29e-11,-4.370964295
MTX1,4580,0.003727127,1.471842891
MTX2,10651,0.000135277,-2.783955082
MTX3,345778,1e-05,0.440638104
MUC13,56667,2.35e-11,-5.521483576
MUC15,143662,4.03e-05,3.645504904
MUC16,94025,1.69e-24,-1.231785465
MUC17,140453,5.67e-24,-1.789352139
MUC19,283463,2.3e-13,-3.247581068
MUC2,4583,0.003705604,-1.49860019
MUC20,200958,1.5e-19,-1.636296331
MUC21,394263,4.04e-24,-1.324688179
MUC22,100507679,1.88e-17,-0.900761766
MUC3A,4584,0.002336096,-1.243713157
MUC5AC,4586,2.07e-27,-1.009503457
MUC5B,727897,1.87e-34,-2.258149516
MUC6,4588,6.42e-53,-2.563480319
MUC7,4589,4.31e-13,-2.418571036
MUCL1,118430,7.03e-31,-1.824897299
MUS81,80198,1e-14,-0.693534121
MUSK,4593,1.09e-07,-3.142332079
MUSTN1,389125,2.19e-14,1.091128666
MUTYH,4595,1.19e-12,-1.341732754
MVB12A,93343,1.1e-18,-3.089060037
MVD,4597,2.29e-05,-0.8659904
MVK,4598,0.005808354,1.759543168
MVP,9961,1.33e-14,-4.257816459
MX1,4599,9.73e-37,1.475810197
MX2,4600,0.000253659,-2.351327165
MXD1,4084,1.12e-39,-1.890360956
MXD3,83463,8.71e-26,-1.815933324
MXD4,10608,0.00074288,0.687561033
MXI1,4601,5.77e-55,-2.090681798
MXRA5,25878,1.5e-11,1.167667381
MYADML,151325,1.39e-06,-0.423644833
MYB,4602,2.41e-05,-1.583870269
MYBL2,4605,5.62e-07,-0.575920356
MYBPC2,4606,6.35e-14,0.936796506
MYBPC3,4607,2.57e-20,-1.22120314
MYBPH,4608,4.89e-17,-0.998591932
MYBPHL,343263,2.25e-40,-1.534301289
MYC,4609,3.58e-16,-1.907278941
MYCBP,26292,5.53e-10,-0.827573426
MYCBPAP,84073,4.12e-11,3.970206626
MYCL,4610,8.15e-05,0.160358149
MYCT1,80177,9.16e-09,-4.102498345
MYD88,4615,3.16e-05,0.43562349
MYDGF,56005,4.25e-51,-1.766211036
MYEOV,26579,3.28e-11,-1.355801787
MYF5,4617,3.26e-12,0.806469158
MYF6,4618,3.22e-36,2.731269374
MYH1,4619,0.000115898,-3.201548692
MYH10,4628,3.61e-08,5.233955875
MYH11,4629,3.67e-18,-1.902582241
MYH13,8735,5.84e-09,-1.479440054
MYH14,79784,5.11e-24,-3.719817839
MYH15,22989,0.008336249,-1.482230021
MYH2,4620,6.52e-33,-1.693864669
MYH3,4621,6.55e-34,-1.578585349
MYH4,4622,8.21e-08,-2.573904033
MYH6,4624,6.61e-43,-1.416427601
MYH7,4625,1.65e-30,-1.457989046
MYH8,4626,1.72e-08,-1.05004317
MYH9,4627,6.67e-56,-2.216110968
MYL1,4632,0.019091807,-2.171611317
MYL10,93408,3.51e-27,-1.371463072
MYL12A,10627,2.05e-08,-1.089419878
MYL2,4633,1.01e-25,-1.219360327
MYL3,4634,1.18e-12,-0.952504133
MYL4,4635,1.7e-18,-0.774756387
MYL5,4636,2.27e-21,-1.075987374
MYL6B,140465,6.82e-15,-0.839633693
MYL7,58498,2.35e-21,-0.745321248
MYL9,10398,1.13e-10,1.301762227
MYLK-AS1,100506826,7.29e-42,-2.825963124
MYLK-AS2,100873940,3.29e-26,1.13870063
MYLK3,91807,6.73e-25,-1.817666045
MYNN,55892,0.000570808,-1.502068791
MYO10,4651,2.63e-11,6.144132734
MYO15B,80022,0.0013358,2.722471411
MYO16,23026,1.46e-14,-6.576530383
MYO18A,399687,3.58e-29,3.453629452
MYO18B,84700,2.51e-18,-2.566540635
MYO19,80179,2.02e-12,-0.328366089
MYO1A,4640,1.02e-22,-0.867638815
MYO1E,4643,5.01e-15,-3.510164818
MYO1F,4542,5.95e-32,-2.605024333
MYO1G,64005,2.48e-20,-4.024178035
MYO1H,283446,6.44e-23,-1.106376648
MYO3B,140469,3.84e-36,-2.996976699
MYO5B,4645,3.56e-21,-2.703626707
MYO6,4646,0.000844731,-3.297070122
MYO7B,4648,2.06e-68,-1.949038648
MYO9A,4649,0.007985089,2.611148931
MYO9B,4650,3.69e-29,-1.921846894
MYOD1,4654,3.96e-22,2.274934944
MYOF,26509,3.19e-14,-3.165431449
MYOG,4656,1.6e-12,-0.740555444
MYOM2,9172,2.39e-06,-2.291297347
MYOT,9499,1.35e-19,-1.057951458
MYOZ1,58529,5.04e-17,-0.919752925
MYOZ2,51778,5.71e-10,-1.208633731
MYPN,84665,5.44e-59,-2.521430895
MYPOP,339344,0.000139074,1.281349317
MYRF,745,2.58e-22,-1.73735594
MYRFL,196446,0.000447406,-1.966539931
MYT1,4661,3.16e-19,-1.598299737
MYT1L,23040,0.000255084,-3.346283295
MYT1L-AS1,730811,4.23e-08,-0.626872352
MZB1,51237,2.28e-24,-1.374839018
MZF1,7593,1.73e-08,3.086271078
MZT1,440145,0.005032037,-0.097440606
N4BP1,9683,0.007020977,-1.510507147
N4BP2L2,10443,2.67e-09,-4.278042569
N4BP3,23138,2.78e-14,-0.77933424
NAA10,8260,1.1e-05,0.779924908
NAA11,84779,5.14e-36,-1.853985679
NAA16,79612,0.021200484,-2.0397396
NAA30,122830,1.66e-23,1.128331434
NAA35,60560,0.008969893,-0.255511167
NAA38,84316,1.19e-10,-0.356667294
NAA50,80218,1.16e-17,1.762204866
NAAA,27163,5.56e-05,4.055886392
NAALAD2,10003,4.3e-19,1.923292911
NAALADL2,254827,3.85e-13,-6.671032391
NAALADL2-AS3,100862679,0.020876353,-0.827780117
NAB1,4664,7.17e-32,-1.565525095
NACA,4666,1.1e-10,-0.44818844
NACA2,342538,3.25e-23,-1.465934293
NACC1,112939,5.56e-19,-1.034247841
NADK,65220,4.81e-09,-2.243057711
NADK2,133686,2.87e-48,1.787665644
NADSYN1,55191,2.28e-18,-1.359322327
NAE1,8883,0.041156205,-1.234936383
NAF1,92345,0.000228481,-3.765736194
NAGA,4668,9.68e-07,-0.143932762
NAGPA,51172,7.2e-07,-0.858811951
NAGS,162417,2.19e-49,-2.031749603
NAIP,4671,6.59e-08,0.83212007
NALCN,259232,2.3e-07,-3.530712364
NALCN-AS1,100885778,1.64e-58,-1.823038493
NAMA,100996569,2.4e-34,-1.247707372
NAMPT,10135,5.22e-05,0.361641203
NANOG,79923,8.78e-13,5.799229841
NANOGNB,360030,1.18e-23,-1.292785067
NANOS1,340719,8.05e-08,0.65352624
NANOS2,339345,6.5e-27,-1.411050436
NANOS3,342977,1.19e-23,-1.492782092
NANP,140838,2.74e-36,1.073442605
NAP1L2,4674,0.000450475,1.086442668
NAP1L3,4675,4.33e-10,1.182232013
NAP1L5,266812,2.06e-26,1.047633379
NAPA,8775,1.51e-58,2.340173924
NAPB,63908,2.26e-11,0.777513093
NAPEPLD,222236,0.010419059,2.56842077
NAPG,8774,2.64e-11,-1.061998909
NAPRT,93100,1.03e-09,0.705397546
NAPSB,256236,3.13e-26,-1.112895547
NARF,26502,1.02e-19,-0.735008671
NAT1,9,1.21e-49,-2.398069833
NAT10,55226,5.26e-45,-1.032794442
NAT16,375607,0.000206705,0.41923562
NAT2,10,0.017106345,-0.725859764
NAT8,9027,1.8e-14,-0.790906204
NAT8L,339983,2.12e-83,3.955792324
NATD1,256302,1.26e-08,0.745341056
NAV1,89796,0.00159929,-1.951932169
NAV2-AS5,100874012,1.69e-13,-0.620674625
NAV3,89795,5.18e-08,-4.563829399
NBAS,51594,0.029091222,2.21539828
NBEAL1,65065,4.16e-10,3.672825416
NBEAL2,23218,0.001244379,3.33044139
NBL1,4681,1.63e-31,-1.886341933
NBN,4683,0.031348702,-1.215612198
NBPF3,84224,0.004420228,0.232293862
NBPF8,728841,8.11e-33,-1.391664996
NCAM1,4684,1.31e-05,-2.650240782
NCAM2,4685,4.27e-18,-7.333966338
NCAPD2,9918,1.45e-05,4.43025692
NCAPD3,23310,0.028095327,1.882206886
NCAPG,64151,2.3e-08,-3.539933319
NCAPG2,54892,8.72e-07,4.988717447
NCAPH,23397,8.13e-15,-2.362766966
NCAPH2,29781,5.57e-18,0.665245274
NCBP1,4686,6.93e-13,0.756179864
NCBP2,22916,5.21e-09,0.700649405
NCCRP1,342897,1.05e-22,-0.889594889
NCEH1,57552,7.64e-27,-2.509389172
NCF2,4688,3.1e-19,-1.478460565
NCF4,4689,1.02e-07,-2.144464322
NCK1,4690,5.79e-47,-2.56403425
NCK2,8440,1.27e-62,-2.497013287
NCKAP1,10787,0.021913939,2.441712638
NCKAP1L,3071,1.64e-19,-1.53438445
NCKAP5,344148,1.57e-07,-3.419288967
NCLN,56926,1.72e-24,-1.30259327
NCOA1,8648,7.48e-06,-2.01978653
NCOA2,10499,1.96e-06,4.900069467
NCOA3,8202,1.48e-05,4.260547608
NCOA5,57727,2.38e-08,-0.731718069
NCOA6,23054,2.86e-22,1.210285344
NCOA7-AS1,104355145,4.1e-18,-0.974856884
NCR1,9437,9.1e-07,-0.717736408
NCR2,9436,1.1e-20,-1.647256913
NCR3,259197,9.83e-23,-1.238583278
NCR3LG1,374383,8.36e-14,0.63640005
NCRNA00250,552853,1.27e-29,1.102279466
NCS1,23413,5.58e-37,2.685988465
NCSTN,23385,3.15e-06,0.908590902
NDE1,54820,1.07e-59,-2.912359331
NDEL1,81565,4.08e-07,0.430434876
NDFIP1,80762,0.042287125,1.348280713
NDFIP2,54602,1.15e-30,-1.942552535
NDFIP2-AS1,100874208,6.99e-05,-1.476008197
NDN,4692,8.81e-08,0.382041716
NDP,4693,1.37e-14,1.721025391
NDRG1,10397,0.002268933,-1.764831824
NDRG2,57447,2.04e-67,1.894571512
NDRG3,57446,4.26e-17,0.970422997
NDST1,3340,1.84e-32,-1.689574964
NDST2,8509,9.34e-25,-0.918170475
NDST3,9348,3.56e-51,-2.445472398
NDST4,64579,0.033114905,1.13242553
NDUFA1,4694,0.005075812,1.698084522
NDUFA10,4705,1e-13,7.15448516
NDUFA11,126328,9.52e-06,-0.514295311
NDUFA2,4695,0.029965103,-0.39196288
NDUFA3,4696,2.19e-24,1.761758427
NDUFA4,4697,0.000662808,1.925432763
NDUFA4L2,56901,1.07e-60,-2.060709299
NDUFA5,4698,4.27e-22,-1.192165388
NDUFA7,4701,2.85e-16,0.511209421
NDUFA8,4702,8.86e-06,-0.370608402
NDUFAF1,51103,4.42e-06,-0.359004674
NDUFAF3,25915,7.68e-20,-1.252475905
NDUFAF4,29078,1.62e-14,0.791391806
NDUFAF6,137682,6.07e-10,0.548392052
NDUFB1,4707,2.63e-13,0.770415172
NDUFB10,4716,6.13e-06,-0.6981607
NDUFB11,54539,0.000850646,-0.694085422
NDUFB2-AS1,100134713,0.000260456,0.191956017
NDUFB3,4709,2.26e-07,5.164665607
NDUFB5,4711,0.017880641,-0.689250887
NDUFB6,4712,1.93e-14,-0.883331785
NDUFB8,4714,1.81e-31,1.241070971
NDUFB9,4715,0.006386821,1.944168488
NDUFC1,4717,2.11e-12,-2.424811732
NDUFC2,4718,9.21e-15,-0.772869175
NDUFS2,4720,9.02e-16,0.921427497
NDUFS3,4722,4.18e-18,1.552278674
NDUFS4,4724,0.000132409,2.816706646
NDUFS5,4725,1.47e-07,-0.966619431
NDUFS6,4726,3.94e-30,-1.577680988
NDUFS8,4728,4.42e-23,-1.367388914
NDUFV1,4723,4.55e-16,-0.673781884
NDUFV2,4729,0.042953926,-1.435331224
NDUFV3,4731,0.012627974,1.861540395
NEAT1,283131,6.85e-10,-0.809266692
NEBL,10529,0.000762876,-3.309674545
NECAB1,64168,0.000895948,-1.906275581
NECAB2,54550,3.4e-26,-2.649842359
NECAB3,63941,3.14e-16,-1.011856326
NECAP1,25977,1.47e-08,-0.522685068
NEDD1,121441,0.005029312,-1.928967902
NEDD4,4734,0.000147986,-3.120766785
NEDD4L,23327,1.17e-05,4.769228373
NEDD8,4738,0.037978455,1.092523198
NEDD8-MDP1,100528064,6.53e-12,0.756212644
NEDD9,4739,4.78e-07,3.661934581
NEFH,4744,4.66e-14,1.874241522
NEFL,4747,6.99e-07,2.777388977
NEFM,4741,9.6e-28,3.02221514
NEGR1,257194,0.003389781,-3.059293604
NEGR1-IT1,100852409,3.71e-12,-0.634688855
NEIL1,79661,4.96e-26,1.955458814
NEIL2,252969,1.01e-13,-6.403260504
NEIL3,55247,3.8e-08,-3.751551587
NEK1,4750,2.24e-10,-0.820563189
NEK10,152110,8.8e-05,-3.287513582
NEK2,4751,1.55e-08,0.263644923
NEK3,4752,6.89e-07,4.816306053
NEK6,10783,8.57e-20,-3.938996323
NEK7,140609,1.71e-07,-4.280986873
NEK8,284086,1.24e-14,-0.5214818
NEK9,91754,0.000517638,2.199105967
NELFA,7469,1.88e-29,2.265769852
NELFB,25920,1.64e-19,-0.96692155
NELFE,7936,0.00035342,-0.166013736
NEMF,9147,0.005180787,-1.22953395
NEMP1,23306,8.17e-05,1.778801359
NEO1,4756,1.48e-06,-2.404626207
NES,10763,5.71e-24,2.314698655
NET1,10276,1.71e-15,1.279835447
NETO2,81831,1.51e-08,-0.668304837
NEU2,4759,9.55e-06,0.845509738
NEU3,10825,7.26e-10,-0.721612293
NEU4,129807,4.32e-50,-1.733139623
NEURL1,9148,2.5e-41,-2.048928051
NEURL1-AS1,102724341,1.63e-17,-1.004900251
NEURL1B,54492,3.84e-24,-2.162946537
NEURL2,140825,1.18e-22,1.560043092
NEURL3,93082,3.38e-25,0.813556413
NEURL4,84461,1.13e-10,1.723901788
NEUROD1,4760,1.67e-07,3.772909604
NEUROD2,4761,4.12e-20,2.125533656
NEUROD4,58158,4.76e-25,1.590239481
NEUROD6,63974,0.001689905,-2.774841612
NEUROG1,4762,1.32e-11,1.188559641
NEUROG3,50674,1.52e-18,2.10570602
NEXN,91624,0.000120676,1.914886776
NEXN-AS1,374987,3.58e-21,1.038163175
NFAM1,150372,8.04e-39,-1.338156882
NFASC,23114,4.03e-16,-2.286795539
NFAT5,10725,5.02e-09,0.755663296
NFATC2,4773,2.62e-06,-2.532022362
NFE2,4778,1.01e-33,-1.890903844
NFE2L3,9603,2.51e-61,-2.950406178
NFIA-AS1,645030,1.1e-12,-0.968983337
NFIA-AS2,100996570,7.33e-43,-1.528436022
NFIB,4781,6.7e-06,-3.820749811
NFIC,4782,4.51e-07,2.579399666
NFIX,4784,1.06e-37,-1.726895589
NFKB2,4791,8.75e-15,0.7609855
NFKBIE,4794,1.44e-56,-2.129158411
NFKBIZ,64332,9.57e-45,-2.910399935
NFRKB,4798,0.006389315,2.663577471
NFS1,9054,0.000319643,2.760317914
NFYB,4801,3.91e-47,2.179361318
NFYC,4802,2.81e-06,4.781050576
NGB,58157,6.12e-17,2.047940959
NGDN,25983,9.13e-25,1.32892799
NGF,4803,4.82e-22,-2.148952715
NGRN,51335,1.03e-05,-0.453996503
NHEJ1,79840,0.002688212,-2.670119464
NHLH2,4808,4.34e-12,1.782410377
NHLRC1,378884,5.22e-09,0.649529667
NHLRC4,283948,5.17e-54,1.446175388
NHP2,55651,4.63e-06,2.338961784
NHS-AS1,100873920,1.89e-10,-0.909345366
NHSL1,57224,0.000447484,3.40399637
NHSL2,340527,4.21e-34,-2.06238364
NICN1,84276,6.32e-36,1.676898064
NID2,22795,1.6e-07,1.265587255
NIF3L1,60491,2.5e-06,-0.279514764
NIFK,84365,1.61e-06,-0.450402585
NIFK-AS1,254128,2.09e-13,-6.384801681
NINJ1,4814,3.18e-44,-1.276974852
NINJ2,4815,5.01e-77,-2.445053664
NINL,22981,1.1e-49,-1.986057348
NIP7,51388,2.94e-06,-2.194464366
NIPA2,81614,0.045414585,0.241976019
NIPAL1,152519,3.57e-65,1.702986344
NIPAL2,79815,0.00062179,-2.28098565
NIPAL3,57185,1.97e-21,-1.794140806
NIPAL4,348938,6.7e-18,2.556858392
NIPSNAP1,8508,3.23e-29,1.085965625
NIPSNAP3A,25934,0.000181452,-0.328387077
NIPSNAP3B,55335,2.45e-23,0.918612165
NIT1,4817,1.12e-08,0.517830434
NKAIN1,79570,1.57e-48,-1.779301381
NKAIN2,154215,1.48e-08,-4.233202037
NKAP,79576,0.014496629,1.7536071
NKAPL,222698,9.43e-44,2.955103038
NKD2,85409,3.29e-32,-1.526880091
NKG7,4818,5.25e-36,-1.201887283
NKILA,105416157,1.2e-07,-0.605351448
NKIRAS1,28512,8.71e-05,2.535231712
NKRF,55922,0.005512946,2.771468868
NKX1-1,54729,2.88e-26,2.574108907
NKX1-2,390010,1.54e-13,1.7277583
NKX2-1,7080,0.001294455,2.062616877
NKX2-1-AS1,100506237,7.48e-11,1.732203101
NKX2-2,4821,3.92e-07,1.226570252
NKX2-3,159296,3.54e-17,1.188295408
NKX2-4,644524,1.95e-19,2.515838859
NKX2-5,1482,9.59e-19,2.193601728
NKX2-6,137814,6.07e-18,2.204622901
NKX2-8,26257,2.42e-09,1.337896206
NKX3-1,4824,8.46e-08,0.398237956
NKX3-2,579,1.9e-15,2.085111213
NKX6-1,4825,1.59e-11,1.048808994
NKX6-2,84504,3.87e-35,3.407623392
NLE1,54475,5.66e-36,-1.15628459
NLGN1,22871,6.04e-17,-7.369359563
NLGN1-AS1,100874010,0.011620132,-1.557165584
NLGN2,57555,4.07e-33,-1.084339486
NLGN3,54413,3.43e-10,5.898389435
NLGN4X,57502,9.67e-37,-2.437349928
NLGN4Y,22829,4.62e-06,-4.750219359
NLGN4Y-AS1,100874056,4.62e-06,-4.750219359
NLK,51701,7.99e-18,7.878825569
NLN,57486,9.73e-25,-1.522808808
NLRC5,84166,8.38e-32,-2.323287345
NLRP1,22861,7.58e-34,-1.885899893
NLRP10,338322,1.97e-23,-1.298387842
NLRP11,204801,1.99e-14,-1.02339454
NLRP12,91662,3.97e-14,-1.358696876
NLRP13,126204,1.12e-12,-1.033249311
NLRP14,338323,6.93e-09,0.585591698
NLRP2,55655,1.34e-19,-1.413525482
NLRP3,114548,1.09e-29,-1.48864635
NLRP4,147945,1.99e-14,-1.02339454
NLRP5,126206,8.18e-11,-0.942870107
NLRP6,171389,1.52e-13,-0.963959779
NLRP7,199713,1.16e-26,-1.674072846
NLRP8,126205,1.16e-07,-0.687840886
NLRP9,338321,2.73e-27,-1.342452081
NLRX1,79671,3.16e-23,-1.192830729
NMBR,4829,2.94e-15,1.822001556
NMD3,51068,0.012544225,-0.207932679
NME1-NME2,654364,0.002379271,1.486292296
NME2,4831,3.68e-18,1.253527813
NME4,4833,4.89e-09,1.031307643
NME6,10201,0.000514106,-3.540604549
NME7,29922,6.48e-18,-4.332136837
NME8,51314,0.011047516,-0.795938123
NME9,347736,7.05e-06,0.476330068
NMI,9111,4.44e-19,-1.260718032
NMNAT1,64802,3.99e-10,-1.956634333
NMNAT3,349565,0.001318278,-2.190808079
NMRAL1,57407,1.3e-06,-0.915029535
NMRK1,54981,0.012562823,-0.159298218
NMRK2,27231,9.81e-19,1.006639009
NMS,129521,0.006380332,-1.603135912
NMT1,4836,6.98e-30,-1.81229285
NMT2,9397,2.12e-36,1.586484056
NMU,10874,3.58e-10,1.000428715
NMUR1,10316,2.68e-26,-1.370601542
NMUR2,56923,8.14e-11,-2.67030603
NNAT,4826,8.88e-27,8.80273712
NNMT,4837,1.4e-64,-3.551218077
NNT,23530,2.61e-11,-1.242822811
NOB1,28987,0.000309599,2.791730968
NOBOX,135935,9.48e-35,-1.285709456
NOC4L,79050,1.47e-06,-0.56377747
NOCT,25819,1.35e-33,-1.24697636
NOD2,64127,2.56e-68,-2.918959676
NOG,9241,1.52e-08,0.371977306
NOL10,79954,1.77e-57,-2.405022212
NOL12,79159,1.32e-25,-1.510478385
NOL3,8996,3.28e-34,-3.205360177
NOL4,8715,2.04e-05,-2.706090679
NOL4L,140688,1.19e-40,-1.97655001
NOL7,51406,1.42e-16,-0.621088627
NOLC1,9221,2.92e-47,-1.477336271
NOMO1,23420,3.36e-12,0.469851541
NONO,4841,2.3e-07,0.989886349
NOP16,51491,0.048849406,-0.153124887
NOP2,4839,9.08e-60,-2.975966162
NOP56,10528,9.97e-08,-0.904295777
NOP58,51602,1.63e-43,-2.157268016
NOP9,161424,4.8e-31,1.233149037
NOS1,4842,1.39e-10,-3.284563564
NOS1AP,9722,6.46e-32,-1.789954282
NOS2,4843,7.1e-55,-1.674820041
NOS3,4846,3.29e-11,0.632548196
NOSIP,51070,1.27e-29,1.566365471
NOSTRIN,115677,1.27e-11,-1.720319707
NOTCH2,4853,1.78e-61,-2.425430157
NOTCH3,4854,4.39e-30,-1.740454555
NOTCH4,4855,1.37e-08,-1.751291333
NOTO,344022,3.87e-13,1.596542609
NOTUM,147111,6.51e-16,1.055247382
NOVA2,4858,1.47e-22,1.972351527
NOX1,27035,2.41e-05,-1.863226985
NOX3,50508,5.52e-61,-2.681079971
NOX5,79400,1.24e-35,-1.775528737
NOXA1,10811,1.03e-26,-1.340222644
NOXO1,124056,3.56e-20,0.951598382
NOXRED1,122945,1.45e-09,-0.916238767
NPAP1,23742,1.5e-16,-0.785061756
NPAS3,64067,2.51e-15,-6.949473974
NPAS4,266743,1.9e-23,2.623124088
NPBWR1,2831,7.39e-18,2.415660435
NPBWR2,2832,6.53e-26,-0.903131366
NPC1,4864,1.33e-08,-3.386989799
NPC2,10577,1.01e-09,0.420361085
NPEPL1,79716,2.59e-23,-2.135018647
NPEPPS,9520,5.82e-15,-0.960244288
NPFF,8620,7.32e-21,0.877876577
NPFFR2,10886,1.15e-05,-1.741634394
NPHP1,4867,3.1e-14,-6.131378202
NPHP3,27031,3.71e-16,1.240599484
NPHP3-AS1,348808,8.47e-20,0.899272758
NPHP4,261734,1.85e-20,-2.235357727
NPHS2,7827,1.39e-10,1.135375591
NPLOC4,55666,9.99e-48,-4.125205094
NPM1,4869,1.77e-05,-0.808981863
NPM2,10361,2.34e-06,-0.915461424
NPM3,10360,4.37e-14,-0.442966033
NPNT,255743,1.36e-06,-2.899833045
NPPA,4878,2.88e-16,0.802958804
NPPB,4879,2.18e-09,2.054857622
NPPC,4880,4.93e-10,1.337964621
NPR2,4882,0.000127085,0.947356484
NPR3,4883,7.74e-61,-2.986633256
NPRL3,8131,0.009198169,-1.794004622
NPS,594857,9.8e-30,-1.700775023
NPSR1,387129,9.06e-44,-1.796686195
NPSR1-AS1,404744,5.33e-19,-3.722445438
NPTN,27020,2.54e-40,1.841502638
NPTX1,4884,1.82e-10,4.489815939
NPTX2,4885,3.91e-19,2.42298186
NPTXR,23467,1.28e-42,-1.785887402
NPVF,64111,1.95e-19,-1.18908463
NPY,4852,6.76e-05,2.80793382
NPY1R,4886,1.91e-29,2.702472544
NPY2R,4887,1.71e-23,2.367366452
NPY5R,4889,1.24e-25,2.124318366
NPY6R,4888,0.0059872,-2.425444886
NQO1,1728,7.08e-20,-1.56541894
NQO2,4835,1.04e-18,-0.827504368
NR0B1,190,3.47e-10,1.120934228
NR0B2,8431,1.76e-67,2.472164056
NR1D1,9572,1.12e-31,2.058404104
NR1D2,9975,2.15e-09,1.586119509
NR1H2,7376,7.52e-09,-0.553747697
NR1H3,10062,1.92e-18,-1.472691401
NR1H4,9971,4.48e-11,-2.209980634
NR1I2,8856,7.82e-13,-0.918227645
NR1I3,9970,3.81e-22,-1.072839934
NR2C1,7181,9.51e-06,-0.777671322
NR2C2,7182,6.07e-09,1.372294643
NR2C2AP,126382,5.94e-37,-1.109201281
NR2E1,7101,1.46e-16,6.280524186
NR2F1,7025,4.49e-09,3.107333472
NR2F1-AS1,441094,8.17e-14,-2.219616503
NR2F2,7026,4e-06,2.630719095
NR2F6,2063,8.1e-24,2.115047367
NR4A1,3164,3.38e-26,-1.605504998
NR4A3,8013,3.06e-56,-2.437545375
NR6A1,2649,0.028775816,-1.112899353
NRAP,4892,1.82e-24,-1.503670646
NRARP,441478,4.37e-11,0.520868012
NRAV,100506668,3.89e-13,-0.455520765
NRBF2,29982,0.015749171,-0.530931436
NRBP1,29959,0.002459741,1.741693224
NRBP2,340371,1.56e-28,-0.950977365
